selected,id,job,area,skill,skills,title,task,description,link,breakdown,microtasks,ngo_url,tutorial,idmicro,active
1,31,Graphic Designer,Design,brochure,"Graphic Design
Adobe Creative Suite
Verbal / Written Communication
Brand Development & Messaging
Web Design / UX",Brand Designer Volunteer,Design and branding project,"Organization needs a brand graphic designer who does the following activities:

1 - Develop our brand identity, logo, and brand style guide
2 - Creating a website style guide - typography, photography, color, tone of voice, UI elements, and other visual assets for the website.
3 - Providing guidance and samples templates of the use of your design concepts in email, social media graphics, print postcards",https://www.volunteermatch.org/search/opp2281361.jsp,"1. Create the following tasks for http://www.greatnonprofits.org
     -Brand identity: http://www.wikihow.com/Build-a-Brand
     -logo: http://www.wikihow.com/Design-a-Logo 
     -Creating websites: http://www.wikihow.com/Make-a-Website 
     -Web content: http://www.wikihow.com/Develop-Professional-Content-for-a-New-Website ",,http://chriselliottfund.org/,http://www.wikihow.com/Make-Brochures-on-Microsoft-Word,104,1
1,31,Graphic Designer,Design,postcards,"Graphic Design
Adobe Creative Suite
Verbal / Written Communication
Brand Development & Messaging
Web Design / UX",Brand Designer Volunteer,Design and branding project,"Organization needs a brand graphic designer who does the following activities:

1 - Develop our brand identity, logo, and brand style guide
2 - Creating a website style guide - typography, photography, color, tone of voice, UI elements, and other visual assets for the website.
3 - Providing guidance and samples templates of the use of your design concepts in email, social media graphics, print postcards",https://www.volunteermatch.org/search/opp2281361.jsp,"1. Create the following tasks for http://www.greatnonprofits.org
     -Brand identity: http://www.wikihow.com/Build-a-Brand
     -logo: http://www.wikihow.com/Design-a-Logo 
     -Creating websites: http://www.wikihow.com/Make-a-Website 
     -Web content: http://www.wikihow.com/Develop-Professional-Content-for-a-New-Website ",,http://chriselliottfund.org/,http://www.wikihow.com/Make-Post-Cards-in-Word,105,1
1,31,Graphic Designer,Design,posters,"Graphic Design
Adobe Creative Suite
Verbal / Written Communication
Brand Development & Messaging
Web Design / UX",Brand Designer Volunteer,Design and branding project,"Organization needs a brand graphic designer who does the following activities:

1 - Develop our brand identity, logo, and brand style guide
2 - Creating a website style guide - typography, photography, color, tone of voice, UI elements, and other visual assets for the website.
3 - Providing guidance and samples templates of the use of your design concepts in email, social media graphics, print postcards",https://www.volunteermatch.org/search/opp2281361.jsp,"1. Create the following tasks for http://www.greatnonprofits.org
     -Brand identity: http://www.wikihow.com/Build-a-Brand
     -logo: http://www.wikihow.com/Design-a-Logo 
     -Creating websites: http://www.wikihow.com/Make-a-Website 
     -Web content: http://www.wikihow.com/Develop-Professional-Content-for-a-New-Website ",,http://chriselliottfund.org/,http://www.wikihow.com/Make-a-Poster-Using-Microsoft-Word,106,1
1,31,Graphic Designer,Design,booklet,"Graphic Design
Adobe Creative Suite
Verbal / Written Communication
Brand Development & Messaging
Web Design / UX",Brand Designer Volunteer,Design and branding project,"Organization needs a brand graphic designer who does the following activities:

1 - Develop our brand identity, logo, and brand style guide
2 - Creating a website style guide - typography, photography, color, tone of voice, UI elements, and other visual assets for the website.
3 - Providing guidance and samples templates of the use of your design concepts in email, social media graphics, print postcards",https://www.volunteermatch.org/search/opp2281361.jsp,"1. Create the following tasks for http://www.greatnonprofits.org
     -Brand identity: http://www.wikihow.com/Build-a-Brand
     -logo: http://www.wikihow.com/Design-a-Logo 
     -Creating websites: http://www.wikihow.com/Make-a-Website 
     -Web content: http://www.wikihow.com/Develop-Professional-Content-for-a-New-Website ",,http://chriselliottfund.org/,http://www.wikihow.com/Make-a-Booklet-on-Microsoft-Word,107,1
1,31,Marketing Specialist,Marketing,email marketing,"Graphic Design
Adobe Creative Suite
Verbal / Written Communication
Brand Development & Messaging
Web Design / UX",Brand Designer Volunteer,Design and branding project,"Organization needs a brand graphic designer who does the following activities:

1 - Develop our brand identity, logo, and brand style guide
2 - Creating a website style guide - typography, photography, color, tone of voice, UI elements, and other visual assets for the website.
3 - Providing guidance and samples templates of the use of your design concepts in email, social media graphics, print postcards",https://www.volunteermatch.org/search/opp2281361.jsp,"1. Create the following tasks for http://www.greatnonprofits.org
     -Brand identity: http://www.wikihow.com/Build-a-Brand
     -logo: http://www.wikihow.com/Design-a-Logo 
     -Creating websites: http://www.wikihow.com/Make-a-Website 
     -Web content: http://www.wikihow.com/Develop-Professional-Content-for-a-New-Website ",,http://chriselliottfund.org/,http://www.wikihow.com/Do-Email-Marketing,108,1
1,31,Marketing Specialist,Marketing,social media,"Graphic Design
Adobe Creative Suite
Verbal / Written Communication
Brand Development & Messaging
Web Design / UX",Brand Designer Volunteer,Design and branding project,"Organization needs a brand graphic designer who does the following activities:

1 - Develop our brand identity, logo, and brand style guide
2 - Creating a website style guide - typography, photography, color, tone of voice, UI elements, and other visual assets for the website.
3 - Providing guidance and samples templates of the use of your design concepts in email, social media graphics, print postcards",https://www.volunteermatch.org/search/opp2281361.jsp,"1. Create the following tasks for http://www.greatnonprofits.org
     -Brand identity: http://www.wikihow.com/Build-a-Brand
     -logo: http://www.wikihow.com/Design-a-Logo 
     -Creating websites: http://www.wikihow.com/Make-a-Website 
     -Web content: http://www.wikihow.com/Develop-Professional-Content-for-a-New-Website ",,http://chriselliottfund.org/,http://www.wikihow.com/Develop-a-Strategic-Social-Media-Program-for-Business,109,1
0,31,Business Administrator,Manager,networking at conferences,"Graphic Design
Adobe Creative Suite
Verbal / Written Communication
Brand Development & Messaging
Web Design / UX",Brand Designer Volunteer,Design and branding project,"Organization needs a brand graphic designer who does the following activities:

1 - Develop our brand identity, logo, and brand style guide
2 - Creating a website style guide - typography, photography, color, tone of voice, UI elements, and other visual assets for the website.
3 - Providing guidance and samples templates of the use of your design concepts in email, social media graphics, print postcards",https://www.volunteermatch.org/search/opp2281361.jsp,"1. Create the following tasks for http://www.greatnonprofits.org
     -Brand identity: http://www.wikihow.com/Build-a-Brand
     -logo: http://www.wikihow.com/Design-a-Logo 
     -Creating websites: http://www.wikihow.com/Make-a-Website 
     -Web content: http://www.wikihow.com/Develop-Professional-Content-for-a-New-Website ",,http://chriselliottfund.org/,http://www.wikihow.com/Network-at-a-Conference,110,1
1,31,Marketing Specialist,Marketing,marketing campaigns,"Graphic Design
Adobe Creative Suite
Verbal / Written Communication
Brand Development & Messaging
Web Design / UX",Brand Designer Volunteer,Design and branding project,"Organization needs a brand graphic designer who does the following activities:

1 - Develop our brand identity, logo, and brand style guide
2 - Creating a website style guide - typography, photography, color, tone of voice, UI elements, and other visual assets for the website.
3 - Providing guidance and samples templates of the use of your design concepts in email, social media graphics, print postcards",https://www.volunteermatch.org/search/opp2281361.jsp,"1. Create the following tasks for http://www.greatnonprofits.org
     -Brand identity: http://www.wikihow.com/Build-a-Brand
     -logo: http://www.wikihow.com/Design-a-Logo 
     -Creating websites: http://www.wikihow.com/Make-a-Website 
     -Web content: http://www.wikihow.com/Develop-Professional-Content-for-a-New-Website ",,http://chriselliottfund.org/,http://www.wikihow.com/Plan-a-Marketing-Campaign-for-Your-Small-Business,111,1
1,31,Marketing Specialist,Marketing,marketing plan,"Graphic Design
Adobe Creative Suite
Verbal / Written Communication
Brand Development & Messaging
Web Design / UX",Brand Designer Volunteer,Design and branding project,"Organization needs a brand graphic designer who does the following activities:

1 - Develop our brand identity, logo, and brand style guide
2 - Creating a website style guide - typography, photography, color, tone of voice, UI elements, and other visual assets for the website.
3 - Providing guidance and samples templates of the use of your design concepts in email, social media graphics, print postcards",https://www.volunteermatch.org/search/opp2281361.jsp,"1. Create the following tasks for http://www.greatnonprofits.org
     -Brand identity: http://www.wikihow.com/Build-a-Brand
     -logo: http://www.wikihow.com/Design-a-Logo 
     -Creating websites: http://www.wikihow.com/Make-a-Website 
     -Web content: http://www.wikihow.com/Develop-Professional-Content-for-a-New-Website ",,http://chriselliottfund.org/,http://www.wikihow.com/Create-a-Marketing-Plan,112,1
0,30,Business Administrator,Manager,events management,"Excellent written and public speaking skills
Project management skills with the ability to meet deadlines and work under pressure
Problem solving and decision making skills
Strong organizational skills with a detail orientation
Professional demeanor with a client-focused orientation
Strong interpersonal skills and ability to form relationships
Advanced knowledge of Windows-based applications including PowerPoint, Excel and Word.
Experience with social media platforms and technologies including Facebook, Twitter, Linked In and YouTube
Creativity and marketing savvy",External Communication Coordinator,Communication project,"Organization needs someone who does the following activities:

Develop and maintain positive relationships with members of the media, trade associations and constituent groups
Work with media outlets to publish timely company information, such as press releases, brochures, and other materials
Ensure communication strategy is consistent and reflects CEF’s strategic vision
Work with Social Media Marketing Coordinator to develop and implement social media strategies
Produce and publish mass communications with email blasts and marketing campaigns
Refine core messaging to ensure organizational consistency in all aspects of communication
Create or uncover opportunities for CEF spokespeople to engage directly with the media including interviews, speaking engagements, and panels
Develop CEF media materials including press kit, backgrounder, executive bios, Q&As, talking points, etc.
Document presence of CEF spokespeople at events, conferences, and speaking engagements
Advocate on behalf of the CEF brand with external stakeholders and the media across all communications channels and vehicles
Collaborate with PR/marketing agency to develop the advertising, marketing and promotion plans
Write business letters, emails and other business communications as needed",https://www.volunteermatch.org/search/opp1400548.jsp,"1. Create the following tasks for http://chriselliottfund.org/
     -Relationships for non profit organizations: http://www.wikihow.com/Develop-Good-Relationships-With-the-Media-for-a-Nonprofit-Organization
     -Business relationships: http://www.wikihow.com/Maintain-Business-to-Business-Relationships 
     -Marketing strategy: http://www.wikihow.com/Create-An-Internet-Marketing-Strategy
     -Marketing materials: Create marketing materials: http://www.wikihow.com/Create-Marketing-Materials-for-a-Nonprofit-Organization
    -Writting marketing material: http://www.wikihow.com/Write-a-Creative-Marketing-Brief
    -flyer: http://www.wikihow.com/Make-a-Flyer 
    -brochures: http://www.wikihow.com/Make-Brochures-on-Microsoft-Word 
    -posters: http://www.wikihow.com/Design-Posters-Online 
    -postcards: http://www.wikihow.com/Make-Post-Cards-in-Word 
    -booklet: http://www.wikihow.com/Make-a-Booklet-on-Microsoft-Word 
    -Social Media: http://www.wikihow.com/Develop-a-Strategic-Social-Media-Program-for-Business 
    -Email Marketing: http://www.wikihow.com/Do-Email-Marketing 
    -Marketing campaigns: http://www.wikihow.com/Plan-a-Marketing-Campaign-for-Your-Small-Business
    -Networking at conferences: http://www.wikihow.com/Network-at-a-Conference
    -Marketing plan: http://www.wikihow.com/Create-a-Marketing-Plan 
",,http://www.rescuemeohio.org,http://www.wikihow.com/Manage-an-Event,113,1
0,30,Business Administrator,Manager,fundraising events,"Excellent written and public speaking skills
Project management skills with the ability to meet deadlines and work under pressure
Problem solving and decision making skills
Strong organizational skills with a detail orientation
Professional demeanor with a client-focused orientation
Strong interpersonal skills and ability to form relationships
Advanced knowledge of Windows-based applications including PowerPoint, Excel and Word.
Experience with social media platforms and technologies including Facebook, Twitter, Linked In and YouTube
Creativity and marketing savvy",External Communication Coordinator,Communication project,"Organization needs someone who does the following activities:

Develop and maintain positive relationships with members of the media, trade associations and constituent groups
Work with media outlets to publish timely company information, such as press releases, brochures, and other materials
Ensure communication strategy is consistent and reflects CEF’s strategic vision
Work with Social Media Marketing Coordinator to develop and implement social media strategies
Produce and publish mass communications with email blasts and marketing campaigns
Refine core messaging to ensure organizational consistency in all aspects of communication
Create or uncover opportunities for CEF spokespeople to engage directly with the media including interviews, speaking engagements, and panels
Develop CEF media materials including press kit, backgrounder, executive bios, Q&As, talking points, etc.
Document presence of CEF spokespeople at events, conferences, and speaking engagements
Advocate on behalf of the CEF brand with external stakeholders and the media across all communications channels and vehicles
Collaborate with PR/marketing agency to develop the advertising, marketing and promotion plans
Write business letters, emails and other business communications as needed",https://www.volunteermatch.org/search/opp1400548.jsp,"1. Create the following tasks for http://chriselliottfund.org/
     -Relationships for non profit organizations: http://www.wikihow.com/Develop-Good-Relationships-With-the-Media-for-a-Nonprofit-Organization
     -Business relationships: http://www.wikihow.com/Maintain-Business-to-Business-Relationships 
     -Marketing strategy: http://www.wikihow.com/Create-An-Internet-Marketing-Strategy
     -Marketing materials: Create marketing materials: http://www.wikihow.com/Create-Marketing-Materials-for-a-Nonprofit-Organization
    -Writting marketing material: http://www.wikihow.com/Write-a-Creative-Marketing-Brief
    -flyer: http://www.wikihow.com/Make-a-Flyer 
    -brochures: http://www.wikihow.com/Make-Brochures-on-Microsoft-Word 
    -posters: http://www.wikihow.com/Design-Posters-Online 
    -postcards: http://www.wikihow.com/Make-Post-Cards-in-Word 
    -booklet: http://www.wikihow.com/Make-a-Booklet-on-Microsoft-Word 
    -Social Media: http://www.wikihow.com/Develop-a-Strategic-Social-Media-Program-for-Business 
    -Email Marketing: http://www.wikihow.com/Do-Email-Marketing 
    -Marketing campaigns: http://www.wikihow.com/Plan-a-Marketing-Campaign-for-Your-Small-Business
    -Networking at conferences: http://www.wikihow.com/Network-at-a-Conference
    -Marketing plan: http://www.wikihow.com/Create-a-Marketing-Plan 
",,http://www.rescuemeohio.org,http://www.wikihow.com/Set-up-a-Fundraising-Event,114,1
1,30,Business Administrator,Manager,strategic plan,"Excellent written and public speaking skills
Project management skills with the ability to meet deadlines and work under pressure
Problem solving and decision making skills
Strong organizational skills with a detail orientation
Professional demeanor with a client-focused orientation
Strong interpersonal skills and ability to form relationships
Advanced knowledge of Windows-based applications including PowerPoint, Excel and Word.
Experience with social media platforms and technologies including Facebook, Twitter, Linked In and YouTube
Creativity and marketing savvy",External Communication Coordinator,Communication project,"Organization needs someone who does the following activities:

Develop and maintain positive relationships with members of the media, trade associations and constituent groups
Work with media outlets to publish timely company information, such as press releases, brochures, and other materials
Ensure communication strategy is consistent and reflects CEF’s strategic vision
Work with Social Media Marketing Coordinator to develop and implement social media strategies
Produce and publish mass communications with email blasts and marketing campaigns
Refine core messaging to ensure organizational consistency in all aspects of communication
Create or uncover opportunities for CEF spokespeople to engage directly with the media including interviews, speaking engagements, and panels
Develop CEF media materials including press kit, backgrounder, executive bios, Q&As, talking points, etc.
Document presence of CEF spokespeople at events, conferences, and speaking engagements
Advocate on behalf of the CEF brand with external stakeholders and the media across all communications channels and vehicles
Collaborate with PR/marketing agency to develop the advertising, marketing and promotion plans
Write business letters, emails and other business communications as needed",https://www.volunteermatch.org/search/opp1400548.jsp,"1. Create the following tasks for http://chriselliottfund.org/
     -Relationships for non profit organizations: http://www.wikihow.com/Develop-Good-Relationships-With-the-Media-for-a-Nonprofit-Organization
     -Business relationships: http://www.wikihow.com/Maintain-Business-to-Business-Relationships 
     -Marketing strategy: http://www.wikihow.com/Create-An-Internet-Marketing-Strategy
     -Marketing materials: Create marketing materials: http://www.wikihow.com/Create-Marketing-Materials-for-a-Nonprofit-Organization
    -Writting marketing material: http://www.wikihow.com/Write-a-Creative-Marketing-Brief
    -flyer: http://www.wikihow.com/Make-a-Flyer 
    -brochures: http://www.wikihow.com/Make-Brochures-on-Microsoft-Word 
    -posters: http://www.wikihow.com/Design-Posters-Online 
    -postcards: http://www.wikihow.com/Make-Post-Cards-in-Word 
    -booklet: http://www.wikihow.com/Make-a-Booklet-on-Microsoft-Word 
    -Social Media: http://www.wikihow.com/Develop-a-Strategic-Social-Media-Program-for-Business 
    -Email Marketing: http://www.wikihow.com/Do-Email-Marketing 
    -Marketing campaigns: http://www.wikihow.com/Plan-a-Marketing-Campaign-for-Your-Small-Business
    -Networking at conferences: http://www.wikihow.com/Network-at-a-Conference
    -Marketing plan: http://www.wikihow.com/Create-a-Marketing-Plan 
",,http://www.rescuemeohio.org,http://www.wikihow.com/Write-a-Strategic-Plan-for-an-Organization,115,1
1,30,Business Administrator,Manager,online donations,"Excellent written and public speaking skills
Project management skills with the ability to meet deadlines and work under pressure
Problem solving and decision making skills
Strong organizational skills with a detail orientation
Professional demeanor with a client-focused orientation
Strong interpersonal skills and ability to form relationships
Advanced knowledge of Windows-based applications including PowerPoint, Excel and Word.
Experience with social media platforms and technologies including Facebook, Twitter, Linked In and YouTube
Creativity and marketing savvy",External Communication Coordinator,Communication project,"Organization needs someone who does the following activities:

Develop and maintain positive relationships with members of the media, trade associations and constituent groups
Work with media outlets to publish timely company information, such as press releases, brochures, and other materials
Ensure communication strategy is consistent and reflects CEF’s strategic vision
Work with Social Media Marketing Coordinator to develop and implement social media strategies
Produce and publish mass communications with email blasts and marketing campaigns
Refine core messaging to ensure organizational consistency in all aspects of communication
Create or uncover opportunities for CEF spokespeople to engage directly with the media including interviews, speaking engagements, and panels
Develop CEF media materials including press kit, backgrounder, executive bios, Q&As, talking points, etc.
Document presence of CEF spokespeople at events, conferences, and speaking engagements
Advocate on behalf of the CEF brand with external stakeholders and the media across all communications channels and vehicles
Collaborate with PR/marketing agency to develop the advertising, marketing and promotion plans
Write business letters, emails and other business communications as needed",https://www.volunteermatch.org/search/opp1400548.jsp,"1. Create the following tasks for http://chriselliottfund.org/
     -Relationships for non profit organizations: http://www.wikihow.com/Develop-Good-Relationships-With-the-Media-for-a-Nonprofit-Organization
     -Business relationships: http://www.wikihow.com/Maintain-Business-to-Business-Relationships 
     -Marketing strategy: http://www.wikihow.com/Create-An-Internet-Marketing-Strategy
     -Marketing materials: Create marketing materials: http://www.wikihow.com/Create-Marketing-Materials-for-a-Nonprofit-Organization
    -Writting marketing material: http://www.wikihow.com/Write-a-Creative-Marketing-Brief
    -flyer: http://www.wikihow.com/Make-a-Flyer 
    -brochures: http://www.wikihow.com/Make-Brochures-on-Microsoft-Word 
    -posters: http://www.wikihow.com/Design-Posters-Online 
    -postcards: http://www.wikihow.com/Make-Post-Cards-in-Word 
    -booklet: http://www.wikihow.com/Make-a-Booklet-on-Microsoft-Word 
    -Social Media: http://www.wikihow.com/Develop-a-Strategic-Social-Media-Program-for-Business 
    -Email Marketing: http://www.wikihow.com/Do-Email-Marketing 
    -Marketing campaigns: http://www.wikihow.com/Plan-a-Marketing-Campaign-for-Your-Small-Business
    -Networking at conferences: http://www.wikihow.com/Network-at-a-Conference
    -Marketing plan: http://www.wikihow.com/Create-a-Marketing-Plan 
",,http://www.rescuemeohio.org,http://www.wikihow.com/Accept-Donations-Online,116,1
0,30,Business Administrator,Manager,relationships for non profit organizations,"Excellent written and public speaking skills
Project management skills with the ability to meet deadlines and work under pressure
Problem solving and decision making skills
Strong organizational skills with a detail orientation
Professional demeanor with a client-focused orientation
Strong interpersonal skills and ability to form relationships
Advanced knowledge of Windows-based applications including PowerPoint, Excel and Word.
Experience with social media platforms and technologies including Facebook, Twitter, Linked In and YouTube
Creativity and marketing savvy",External Communication Coordinator,Communication project,"Organization needs someone who does the following activities:

Develop and maintain positive relationships with members of the media, trade associations and constituent groups
Work with media outlets to publish timely company information, such as press releases, brochures, and other materials
Ensure communication strategy is consistent and reflects CEF’s strategic vision
Work with Social Media Marketing Coordinator to develop and implement social media strategies
Produce and publish mass communications with email blasts and marketing campaigns
Refine core messaging to ensure organizational consistency in all aspects of communication
Create or uncover opportunities for CEF spokespeople to engage directly with the media including interviews, speaking engagements, and panels
Develop CEF media materials including press kit, backgrounder, executive bios, Q&As, talking points, etc.
Document presence of CEF spokespeople at events, conferences, and speaking engagements
Advocate on behalf of the CEF brand with external stakeholders and the media across all communications channels and vehicles
Collaborate with PR/marketing agency to develop the advertising, marketing and promotion plans
Write business letters, emails and other business communications as needed",https://www.volunteermatch.org/search/opp1400548.jsp,"1. Create the following tasks for http://chriselliottfund.org/
     -Relationships for non profit organizations: http://www.wikihow.com/Develop-Good-Relationships-With-the-Media-for-a-Nonprofit-Organization
     -Business relationships: http://www.wikihow.com/Maintain-Business-to-Business-Relationships 
     -Marketing strategy: http://www.wikihow.com/Create-An-Internet-Marketing-Strategy
     -Marketing materials: Create marketing materials: http://www.wikihow.com/Create-Marketing-Materials-for-a-Nonprofit-Organization
    -Writting marketing material: http://www.wikihow.com/Write-a-Creative-Marketing-Brief
    -flyer: http://www.wikihow.com/Make-a-Flyer 
    -brochures: http://www.wikihow.com/Make-Brochures-on-Microsoft-Word 
    -posters: http://www.wikihow.com/Design-Posters-Online 
    -postcards: http://www.wikihow.com/Make-Post-Cards-in-Word 
    -booklet: http://www.wikihow.com/Make-a-Booklet-on-Microsoft-Word 
    -Social Media: http://www.wikihow.com/Develop-a-Strategic-Social-Media-Program-for-Business 
    -Email Marketing: http://www.wikihow.com/Do-Email-Marketing 
    -Marketing campaigns: http://www.wikihow.com/Plan-a-Marketing-Campaign-for-Your-Small-Business
    -Networking at conferences: http://www.wikihow.com/Network-at-a-Conference
    -Marketing plan: http://www.wikihow.com/Create-a-Marketing-Plan 
",,http://www.rescuemeohio.org,http://www.wikihow.com/Develop-Good-Relationships-With-the-Media-for-a-Nonprofit-Organization,117,1
0,32,Graphic Designer,Design,brand identity,Visual Arts,Artist...Comics...Drawing,Graphic design activities,"Organization is looking for an artist who can help us create a comic fire safety educational book that includes a fire safet educational materials, a fire safety brochure, a fire safety coloring book and a yearly fire safety calendar created in a comic type format.",https://www.volunteermatch.org/search/opp896078.jsp,"1. Create the following tasks for http://www.burnsurvivorsttw.org/
     -Comic creation: http://www.wikihow.com/Write-a-Funny-Comic-Strip
     -Children book: http://www.wikihow.com/Write-a-Children%27s-Book
     -Fire safety guidance: http://www.wikihow.com/Teach-Children-Fire-Safety
     -Coloring book: http://www.wikihow.com/Make-a-Coloring-Book-for-Young-Children 
",,http://www.greatnonprofits.org,http://www.wikihow.com/Build-a-Brand,118,1
1,32,Graphic Designer,Design,logo,Visual Arts,Artist...Comics...Drawing,Graphic design activities,"Organization is looking for an artist who can help us create a comic fire safety educational book that includes a fire safet educational materials, a fire safety brochure, a fire safety coloring book and a yearly fire safety calendar created in a comic type format.",https://www.volunteermatch.org/search/opp896078.jsp,"1. Create the following tasks for http://www.burnsurvivorsttw.org/
     -Comic creation: http://www.wikihow.com/Write-a-Funny-Comic-Strip
     -Children book: http://www.wikihow.com/Write-a-Children%27s-Book
     -Fire safety guidance: http://www.wikihow.com/Teach-Children-Fire-Safety
     -Coloring book: http://www.wikihow.com/Make-a-Coloring-Book-for-Young-Children 
",,http://www.greatnonprofits.org,http://www.wikihow.com/Design-a-Logo,119,1
1,32,Software Engineer,IT,creating websites,Visual Arts,Artist...Comics...Drawing,Graphic design activities,"Organization is looking for an artist who can help us create a comic fire safety educational book that includes a fire safet educational materials, a fire safety brochure, a fire safety coloring book and a yearly fire safety calendar created in a comic type format.",https://www.volunteermatch.org/search/opp896078.jsp,"1. Create the following tasks for http://www.burnsurvivorsttw.org/
     -Comic creation: http://www.wikihow.com/Write-a-Funny-Comic-Strip
     -Children book: http://www.wikihow.com/Write-a-Children%27s-Book
     -Fire safety guidance: http://www.wikihow.com/Teach-Children-Fire-Safety
     -Coloring book: http://www.wikihow.com/Make-a-Coloring-Book-for-Young-Children 
",,http://www.greatnonprofits.org,http://www.wikihow.com/Make-a-Website,120,1
1,32,Marketing Specialist,Marketing,web content,Visual Arts,Artist...Comics...Drawing,Graphic design activities,"Organization is looking for an artist who can help us create a comic fire safety educational book that includes a fire safet educational materials, a fire safety brochure, a fire safety coloring book and a yearly fire safety calendar created in a comic type format.",https://www.volunteermatch.org/search/opp896078.jsp,"1. Create the following tasks for http://www.burnsurvivorsttw.org/
     -Comic creation: http://www.wikihow.com/Write-a-Funny-Comic-Strip
     -Children book: http://www.wikihow.com/Write-a-Children%27s-Book
     -Fire safety guidance: http://www.wikihow.com/Teach-Children-Fire-Safety
     -Coloring book: http://www.wikihow.com/Make-a-Coloring-Book-for-Young-Children 
",,http://www.greatnonprofits.org,http://www.wikihow.com/Develop-Professional-Content-for-a-New-Website,121,1
0,33,Graphic Designer,Design,comic creation,"
Graphic Design
Graphic Design / Print
Communication skills
",Graphics Designer / Digital Artist,Graphic design activities,"Organization is looking for creative digital artists for their projects to raise awareness and funds for important causes. Here are some of the activities this role will involve:

1. Creating posters and flyers for project campaigns
2. Creating website graphics for our website (globalizm.org)
3. Creating Tshirt designs for fundraisers",https://www.volunteermatch.org/search/opp2055148.jsp,"1. Create the following tasks for http://globalizm.org/
      -flyer: http://www.wikihow.com/Make-a-Flyer 
      -posters: http://www.wikihow.com/Design-Posters-Online 
      -Brand identity: http://www.wikihow.com/Build-a-Brand
      -Creating websites: http://www.wikihow.com/Make-a-Website 
      -T-shirts designs: http://www.wikihow.com/Design-a-T-Shirt-Logo 
",,http://www.burnsurvivorsttw.org/,http://www.wikihow.com/Write-a-Funny-Comic-Strip,122,1
0,33,Graphic Designer,Design,children book,"
Graphic Design
Graphic Design / Print
Communication skills
",Graphics Designer / Digital Artist,Graphic design activities,"Organization is looking for creative digital artists for their projects to raise awareness and funds for important causes. Here are some of the activities this role will involve:

1. Creating posters and flyers for project campaigns
2. Creating website graphics for our website (globalizm.org)
3. Creating Tshirt designs for fundraisers",https://www.volunteermatch.org/search/opp2055148.jsp,"1. Create the following tasks for http://globalizm.org/
      -flyer: http://www.wikihow.com/Make-a-Flyer 
      -posters: http://www.wikihow.com/Design-Posters-Online 
      -Brand identity: http://www.wikihow.com/Build-a-Brand
      -Creating websites: http://www.wikihow.com/Make-a-Website 
      -T-shirts designs: http://www.wikihow.com/Design-a-T-Shirt-Logo 
",,http://www.burnsurvivorsttw.org/,http://www.wikihow.com/Write-a-Children%27s-Book,123,1
1,33,Graphic Designer,Design,fire safety guidance,"
Graphic Design
Graphic Design / Print
Communication skills
",Graphics Designer / Digital Artist,Graphic design activities,"Organization is looking for creative digital artists for their projects to raise awareness and funds for important causes. Here are some of the activities this role will involve:

1. Creating posters and flyers for project campaigns
2. Creating website graphics for our website (globalizm.org)
3. Creating Tshirt designs for fundraisers",https://www.volunteermatch.org/search/opp2055148.jsp,"1. Create the following tasks for http://globalizm.org/
      -flyer: http://www.wikihow.com/Make-a-Flyer 
      -posters: http://www.wikihow.com/Design-Posters-Online 
      -Brand identity: http://www.wikihow.com/Build-a-Brand
      -Creating websites: http://www.wikihow.com/Make-a-Website 
      -T-shirts designs: http://www.wikihow.com/Design-a-T-Shirt-Logo 
",,http://www.burnsurvivorsttw.org/,http://www.wikihow.com/Teach-Children-Fire-Safety,124,1
0,33,Graphic Designer,Design,coloring book,"
Graphic Design
Graphic Design / Print
Communication skills
",Graphics Designer / Digital Artist,Graphic design activities,"Organization is looking for creative digital artists for their projects to raise awareness and funds for important causes. Here are some of the activities this role will involve:

1. Creating posters and flyers for project campaigns
2. Creating website graphics for our website (globalizm.org)
3. Creating Tshirt designs for fundraisers",https://www.volunteermatch.org/search/opp2055148.jsp,"1. Create the following tasks for http://globalizm.org/
      -flyer: http://www.wikihow.com/Make-a-Flyer 
      -posters: http://www.wikihow.com/Design-Posters-Online 
      -Brand identity: http://www.wikihow.com/Build-a-Brand
      -Creating websites: http://www.wikihow.com/Make-a-Website 
      -T-shirts designs: http://www.wikihow.com/Design-a-T-Shirt-Logo 
",,http://www.burnsurvivorsttw.org/,http://www.wikihow.com/Make-a-Coloring-Book-for-Young-Children,125,1
1,34,Graphic Designer,Design,flyer,"Graphic Design skills
Must be proficient in Adobe
Communication skills
",Graphic Designer/ Layout Artist,Layout art for visual project,"American Support For Afghanistan is seeking a creative graphic designer for the layout of a bilingual children’s book that will benefit the Afghan children. The graphic artist must reside in the United States.

Responsibilities

1- Provide a children’s book layout document for print publication - will include English and Persian text and multiple illustrations, cover and front matter
2- Provide creative input on book design
3- Professionalism regarding time, cost considerations, and deadlines
4- Work as part of a team with authors",https://www.volunteermatch.org/search/opp2162453.jsp,"1. Create the following tasks for http://www.asanonprofit.org
     -Comic creation: http://www.wikihow.com/Write-a-Funny-Comic-Strip
     -Children book: http://www.wikihow.com/Write-a-Children%27s-Book
     -Coloring book: http://www.wikihow.com/Make-a-Coloring-Book-for-Young-Children 
",,http://globalizm.org/,http://www.wikihow.com/Make-a-Flyer,126,1
